UF;MUNICIPIO;PROJETO;INSTRUMENTO;SIGLA_ACAO;ACAO;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR;NU_ANO_VIGENCIA;DATA_ASSINATURA_CONVENIO;DATA_INICIO_CONVENIO;DATA_TERMINO_CONVENIO;VIGENTE;SITUACAO_OBRA;PARC_PAGAS;PARC_A_PAGAR;DT_ULTIMO_PAGAMENTO;VL_TOTAL_EMPENHADO;VL_SALDO_EMPENHO;VALOR_TOTAL_PROJETO;VL_PG_PARCELA_0;VL_PG_PARCELA_1;VL_PG_PARCELA_2;VL_PG_PARCELA_3;VL_PG_PARCELA_4
AC;XAPURI;AC1505141417;CV 0092/14;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;SIBA MACHADO;2014;16/12/2014;16/12/2014;16/12/2022;SIM;Em execução;1;1;23/06/2021;700000;400269.3;601766.1;0;299730.7;0;0;0
AC;XAPURI;AC2205170444;CV 0045/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;CESAR MESSIAS;2017;30/12/2017;30/12/2017;09/03/2023;SIM;Não iniciada - Licitação não concluída;0;3;;250000;250000;250282.21;0;0;0;0;0
AC;XAPURI;AC2710166166;CV 0178/16;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;SIBA MACHADO;2016;30/12/2016;30/12/2016;26/03/2023;SIM;Não iniciada - Licitação não concluída;0;2;;300963;300963;289496.31;0;0;0;0;0
AL;ÁGUA BRANCA;AL0912203008;CV 0638/20;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DE ALAGOAS;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;3;;2000000;2000000;2000000;0;0;0;0;0
AL;ÁGUA BRANCA;AL3011124913;CV 0169/12;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2012;31/12/2012;05/12/2012;;NÃO;Não iniciada - Licitação não concluída;0;3;;0;0;796000;0;0;0;0;0
AL;ÁGUA BRANCA;AL1307171943;CV 1339/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;2;1;16/09/2020;492263.8;147679.14;492263.8;0;98452.76;246131.9;0;0
AL;ANADIA;AL0304180232;CV 0224/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/05/2018;01/06/2018;01/05/2022;SIM;Em execução;3;2;13/10/2021;12142200;3384950.13;14624607.28;0;2919083.29;2919083.29;2919083.29;0
AL;ANADIA;AL1507110157;TC/PAC 0030/11;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2011;21/12/2011;21/12/2011;07/07/2022;SIM;Em execução;6;0;04/09/2018;7247943.06;0;7247943.06;0;2174382.92;1446588.61;1449588.61;2177382.92
AL;ANADIA;AL0712077471;TC/PAC 0261/07;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2007;31/12/2007;31/12/2007;07/07/2022;SIM;Em execução;4;0;22/02/2018;3500000;0;3650513.75;0;1050000;700000;700000;1050000
AL;ARAPIRACA;AL1307172491;CV 0443/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Não iniciada - Licitação concluída;0;3;;497966.68;497966.68;497966.68;0;0;0;0;0
AL;BELÉM;AL0106180832;CV 0817/18;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2018;31/12/2018;31/12/2018;31/12/2022;SIM;Não iniciada - Licitação concluída;0;3;;500000;500000;498996;0;0;0;0;0
AL;BELÉM;AL0304180228;CV 0222/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/05/2018;01/06/2018;26/04/2022;SIM;Em execução;4;1;18/03/2022;3106159.04;1553079.53;3882698.79;200000;576539.76;776539.75;1553079.52;0
AL;BELO MONTE;AL1111203000;CV 0630/20;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DE ALAGOAS;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Em execução;0;3;;700000;700000;699230.36;0;0;0;0;0
AL;BOCA DA MATA;AL0612074909;TC/PAC 0009/07;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2007;31/12/2007;31/12/2007;13/06/2019;NÃO;Em execução;3;1;07/05/2015;1749999.99;0;1804123.98;0;699999.99;524999.99;524999.99;0
AL;BOCA DA MATA;AL3011178890;CV 2816/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/09/2017;29/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;108142;0;0;0;0;0
AL;BOCA DA MATA;AL3011075453;TC/PAC 0262/07;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2007;31/12/2007;31/12/2007;01/07/2022;SIM;Em execução;2;1;31/05/2017;1200000;360000;1260000;0;480000;360000;0;0
AL;BOCA DA MATA;AL1507119391;TC/PAC 0022/11;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2011;29/12/2011;29/12/2011;30/06/2022;SIM;Em execução;8;1;21/05/2020;16960143.77;5648.95;16954494.82;0;5088043.15;3392028.71;3392028.76;5082394.2
AL;CAMPO ALEGRE;AL2911177075;CV 3715/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/01/2018;01/01/2018;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;199955;0;0;0;0;0
AL;CANAPI;AL0506180838;CV 0818/18;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2018;31/12/2018;31/12/2018;31/12/2022;SIM;Não iniciada - Licitação concluída;0;3;;500000;500000;481711.86;0;0;0;0;0
AL;CANAPI;AL3011177862;CV 2466/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
AL;CANAPI;AL2312130556;CV 0214/13;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2013;31/12/2013;31/12/2013;01/01/2023;SIM;Em execução;3;0;24/12/2021;490000;758.06;499226.47;0;245000;244241.94;0;0
AL;CANAPI;AL1405141276;CV 0005/14;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;JOAO LYRA;2014;31/12/2014;31/12/2014;08/11/2022;SIM;Em execução;2;0;15/02/2022;600000;1020.6;599578.98;0;300000;298979.4;0;0
AL;CHÃ PRETA;AL3011179460;CV 3162/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;10/01/2018;10/01/2018;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
AL;COITÉ DO NÓIA;AL3004101956;CV 0731/10;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2010;31/12/2010;31/12/2010;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;300000;0;0;0;0;0
AL;COITÉ DO NÓIA;AL3107173831;CV 0609/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;1;2;11/08/2021;99750.16;11104.73;443227.17;0;88645.43;0;0;0
AL;CRAÍBAS;AL1207171783;CV 0965/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;25/12/2022;SIM;Em execução;3;1;26/10/2020;396441.76;118932.53;398594.17;0;79288.35;198220.88;0;0
AL;DELMIRO GOUVEIA;AL2811075091;TC/PAC 0267/07;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2007;31/12/2007;31/12/2007;01/03/2023;SIM;Em execução - Reiniciada;2;2;22/01/2016;4900000;2450106.15;5828844.62;0;1469936.31;979957.54;0;0
AL;DOIS RIACHOS;AL2312130639;CV 0137/13;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2013;31/12/2013;31/12/2013;12/07/2022;SIM;Em execução;1;1;22/05/2019;399630.15;149630.15;409221.27;0;250000;0;0;0
AL;DOIS RIACHOS;AL3011179480;CV 3180/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;151000;0;0;0;0;0
AL;ESTRELA DE ALAGOAS;AL2510130169;CV 0368/13;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2013;31/12/2013;31/12/2013;12/07/2021;NÃO;Não iniciada - Licitação concluída;1;1;18/12/2020;426319.5;194805.73;473035.26;0;231513.77;0;0;0
AL;FEIRA GRANDE;AL3011177762;CV 3128/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/09/2017;29/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;179000;0;0;0;0;0
AL;GIRAU DO PONCIANO;AL3011171002;CV 3741/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/12/2017;01/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;180000;0;0;0;0;0
AL;IBATEGUARA;AL3107173848;CV 0444/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Não iniciada - Licitação concluída;0;3;;350000;350000;498538.38;0;0;0;0;0
AL;IGACI;AL0204136169;TC/PAC 0393/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;07/05/2014;07/05/2014;31/12/2020;NÃO;Em execução;6;0;31/03/2017;11334177.81;0;11334177.8;0;2266835.56;3400253.34;3400253.34;2266835.56
AL;IGACI;AL3011177733;CV 3026/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;09/02/2018;09/02/2018;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;180000;0;0;0;0;0
AL;IGREJA NOVA;AL2208175537;CV 0610/17;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2017;29/12/2017;29/12/2017;07/01/2023;SIM;INDETERMINADO;0;3;;240000;240000;240000;0;0;0;0;0
AL;INHAPI;AL0512170453;CV 4210/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;;NÃO;Não iniciada - Licitação não concluída;;;;;;;;;;;
AL;INHAPI;AL0907170619;CV 0608/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;09/06/2022;SIM;Em execução;1;2;22/12/2020;100000;1255.64;493721.84;0;98744.36;0;0;0
AL;INHAPI;AL3011178813;CV 3628/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/12/2017;01/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
AL;JACARÉ DOS HOMENS;AL3011178266;CV 2936/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;101000;0;0;0;0;0
AL;JARAMATAIA;AL0808174225;CV 4211/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;01/12/2017;01/12/2017;;NÃO;INDETERMINADO;;;;0;0;323350;;;;;
AL;JARAMATAIA;AL3011178202;CV 3384/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/12/2017;01/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;144000;0;0;0;0;0
AL;JEQUIÁ DA PRAIA;AL3011179237;CV 3419/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
AL;JOAQUIM GOMES;AL1111202999;CV 0629/20;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DE ALAGOAS;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Em execução;1;5;16/02/2022;7000000;6701505.65;7000000;298494.35;0;0;0;0
AL;JUNDIÁ;AL1012203266;CV 0892/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;5;;1000000;1000000;1000000;0;0;0;0;0
AL;JUNQUEIRO;AL3011178922;CV 2870/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/01/2018;01/01/2018;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;149995.5;0;0;0;0;0
AL;LAGOA DA CANOA;AL1108174392;CV 0792/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;10/08/2022;SIM;Em execução;5;0;26/08/2021;2798894.4;559778.88;2798894.4;0;559778.88;559778.88;1119557.76;559778.88
AL;LIMOEIRO DE ANADIA;AL2212170986;CV 6271/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;3;2;26/07/2021;9727935.53;5050425.65;9748935.53;0;2001000;1117339.92;1559169.96;0
AL;LIMOEIRO DE ANADIA;AL3011178006;CV 3038/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;180000;0;0;0;0;0
AL;MACEIÓ;AL3011073540;CV 1510/07;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;SIM;BANCADA DE ALAGOAS;2007;31/12/2007;31/12/2007;26/05/2022;SIM;Em execução;4;0;30/08/2018;10000000;0;13994610.39;0;3000000;2000000;2000000;3000000
AL;MACEIÓ;AL3011179471;CV 3173/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;501000;0;0;0;0;0
AL;MAJOR ISIDORO;AL1110165136;CV 0277/16;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2016;30/12/2016;30/12/2016;12/07/2022;SIM;Não iniciada - Licitação concluída;1;1;14/06/2021;656000;350789.54;634614.43;0;305210.46;0;0;0
AL;MAJOR ISIDORO;AL3011179470;CV 3172/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;181000;0;0;0;0;0
AL;MAJOR ISIDORO;AL2312130642;CV 0208/13;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2013;31/12/2013;31/12/2013;12/07/2022;SIM;Não iniciada - Licitação não concluída;0;2;;250000;250000;487279.77;0;0;0;0;0
AL;MAR VERMELHO;AL1908150221;CV 0072/15;MSD - Rurais;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS - MSD;SIM;JOAO LYRA;2015;31/12/2015;31/12/2015;12/07/2022;SIM;Não iniciada - Licitação concluída;1;1;08/06/2021;701371.27;350685.64;713389.65;0;350685.63;0;0;0
AL;MARAGOGI;AL0404180628;CV 0613/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/05/2018;01/06/2018;01/05/2022;SIM;Em execução;5;2;23/12/2021;5314993.31;3914993.31;5314993.31;350000;712998.66;1062998.66;1062998.66;0
AL;MARAVILHA;AL1111202998;CV 0628/20;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DE ALAGOAS;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;3;;1214737;1214737;1220000;0;0;0;0;0
AL;MARAVILHA;AL3011178280;CV 2401/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;101000;0;0;0;0;0
AL;MARECHAL DEODORO;AL0304136536;TC/PAC 0394/14;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2014;07/05/2014;07/05/2014;25/07/2022;SIM;Em execução;6;0;18/05/2021;18177569.06;25499.78;18152069.28;0;3635513.81;5453270.72;5453270.72;3610014.03
AL;MARECHAL DEODORO;AL3012166621;CV 0645/16;MSD - Rurais;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS - MSD;SIM;COMISSAO DE ASSUNTOS SOCIAIS - CAS;2016;30/12/2016;30/12/2016;10/05/2022;SIM;Em execução;2;0;26/04/2021;500000;1049.5;499549.24;0;250000;248950.5;0;0
AL;MARECHAL DEODORO;AL3011178268;CV 2938/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/01/2018;31/01/2018;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;200000;0;0;0;0;0
AL;MARIBONDO;AL3107173887;CV 1532/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Não iniciada - Licitação concluída;0;3;;250000;250000;248726.17;0;0;0;0;0
AL;MATA GRANDE;AL1010165055;CV 0273/16;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2016;30/12/2016;30/12/2016;31/03/2022;NÃO;Em execução;2;0;26/04/2021;828500;18879.79;809620.21;0;414250;395370.21;0;0
AL;MATA GRANDE;AL3107173914;CV 0966/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;2;1;26/07/2021;487669.53;146300.87;487669.53;0;97533.9;243834.76;0;0
AL;MATA GRANDE;AL1111203001;CV 0631/20;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DE ALAGOAS;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;5;;7000000;7000000;7000000;0;0;0;0;0
AL;MINADOR DO NEGRÃO;AL1307172020;CV 1340/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;20/06/2022;SIM;Em execução;2;1;09/10/2020;488416.04;146524.82;488416.04;0;97683.2;244208.02;0;0
AL;NOVO LINO;AL0910096104;CV 0162/09;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2009;31/12/2009;31/12/2009;;NÃO;Não iniciada - Licitação não concluída;0;3;;0;0;206000;0;0;0;0;0
AL;OLHO D'AGUA DAS FLORES;AL0504138151;TC/PAC 0395/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;07/05/2014;07/05/2014;01/04/2022;NÃO;Em execução;8;0;31/10/2018;26976604.27;0;26976604.27;0;4275320.85;6712981.28;6592981.28;4395320.86
AL;OLHO D'AGUA DAS FLORES;AL3011178277;CV 2398/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;181000;0;0;0;0;0
AL;OLHO D'AGUA DAS FLORES;AL0607113108;CV 0002/11;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;NÃO;;2011;30/12/2011;30/12/2011;02/08/2022;SIM;Não iniciada - Licitação concluída;0;2;;284200;284200;161386.25;0;0;0;0;0
AL;OLHO D'ÁGUA DO CASADO;AL1307172155;CV 1337/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;26/10/2022;SIM;Em execução;1;2;22/11/2019;346500;276260.47;354745.11;0;70239.53;0;0;0
AL;OLHO D'ÁGUA GRANDE;AL1307171980;CV 1533/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;13/01/2023;SIM;Em execução;2;1;25/08/2021;247969.12;74390.74;247969.12;0;49593.82;123984.56;0;0
AL;OLHO D'ÁGUA GRANDE;AL3011178008;CV 3040/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/09/2017;29/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
AL;OLIVENÇA;AL1207171301;CV 0968/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;INDETERMINADO;0;3;;250000;250000;250000;0;0;0;0;0
AL;OLIVENÇA;AL1710165392;CV 0275/16;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2016;30/12/2016;30/12/2016;12/07/2022;SIM;Em execução;2;0;08/11/2021;500000;3113.95;500919.6;0;250000;246886.05;0;0
AL;OURO BRANCO;AL0504138646;TC/PAC 0396/14;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2014;07/05/2014;07/05/2014;21/01/2023;SIM;Em execução - Reiniciada;4;0;26/08/2021;13055828;20.01;13055808;0;2614903.66;3916742.4;3916742.4;2607419.53
AL;PALMEIRA DOS ÍNDIOS;AL3011179672;CV 2352/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;09/01/2018;09/01/2018;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;200000;0;0;0;0;0
AL;PARICONHA;AL1307172436;CV 0964/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;18/09/2022;SIM;Em execução;3;0;10/02/2022;494872.8;0;494872.8;0;98974.56;247436.4;148461.84;0
AL;PARICONHA;AL2804084354;TC/PAC 0182/08;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2008;31/12/2008;31/12/2008;28/04/2018;NÃO;Paralisada;3;1;11/11/2016;1745999.8;0;1799999.79;0;698399.92;523799.94;523799.86;0
AL;PARICONHA;AL1507110765;TC/PAC 0033/11;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2011;20/12/2011;29/12/2011;25/07/2022;SIM;Em execução;6;1;13/03/2017;3949848.78;0;3949848.78;0;1184954.65;789969.76;789969.76;1184954.61
AL;PARICONHA;AL1307172453;CV 4214/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;INDETERMINADO;0;3;;100000;100000;500000;0;0;0;0;0
AL;PAULO JACINTO;AL1712182347;CV 2308/18;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2018;31/12/2018;31/12/2018;31/12/2022;SIM;Em execução;2;1;10/02/2022;497952;153069.89;492688.74;0;98537.74;246344.37;0;0
AL;PIAÇABUÇU;AL3011177859;CV 2463/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;150000;0;0;0;0;0
AL;PIRANHAS;AL0108174063;CV 4209/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;31/05/2022;SIM;Não iniciada - Licitação concluída;0;3;;100000;100000;409682.7;0;0;0;0;0
AL;PIRANHAS;AL0204180013;CV 0013/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;11/04/2018;11/04/2018;31/12/2021;NÃO;Em execução;7;0;30/12/2020;12055447.93;0;12055447.93;195000;1859221.98;2054221.98;2054221.98;2054221.98
AL;POÇO DAS TRINCHEIRAS;AL1107170865;CV 1150/17;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Não iniciada - Licitação concluída;0;3;;100000;100000;418655.88;0;0;0;0;0
AL;POÇO DAS TRINCHEIRAS;AL3011178270;CV 2940/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;31/12/2017;31/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;151000;0;0;0;0;0
AL;RIO LARGO;AL3011179610;CV 2289/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;02/01/2018;02/01/2018;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;200000;0;0;0;0;0
AL;ROTEIRO;AL2212170987;CV 6272/17;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2017;29/12/2017;29/12/2017;29/09/2020;NÃO;Em execução;5;0;28/08/2019;11000000;0;11150000;0;2200000;2200000;2200000;2200000
AL;SANTA LUZIA DO NORTE;AL2911177200;CV 3240/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;05/01/2018;05/01/2018;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
AL;SANTANA DO IPANEMA;AL1112152302;CV 0263/15;MHCDC;MELHORIA HABITACIONAL PARA CONTROLE DA DOENÇA DE CHAGAS;NÃO;;2015;31/12/2015;31/12/2015;30/09/2020;NÃO;Em execução;2;0;23/03/2020;500000;0;450348.97;0;250000;126041.39;0;0
AL;SANTANA DO IPANEMA;AL3011178924;CV 2872/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;30/11/2017;30/11/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;184000;0;0;0;0;0
AL;SANTANA DO MUNDAÚ;AL3011179071;CV 4244/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/09/2017;01/09/2017;;NÃO;Não iniciada - Licitação não concluída;;;;;;;;;;;
