CODIGO_IBGE_UF;UF;COD_IBGE_MUN;MUNICIPIO;ACAO;SIGLA_ACAO;CODIGO_PLANO_TRABALHO;NUMERO_INSTRUMENTO;NUMERO_PROPOSTA_SICONV;NUMERO_CONVENIO_SICONV;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR; VALOR_EMPREENDIMENTO ; VALOR_CONTRAPARTIDA ;DATA_ASSINATURA_CONVENIO;ANO;DATA_ASSINATURA_CONVENIO;DATA_INICIO_VIGENCIA;DATA_TERMINO_VIGENCIA;VIGENTE;SITUACAO_DA_OBRA;PERCENTUAL_DA_OBRA; VALOR_PAGO ;PARCELAS_PAGAS;PARCELAS_A_PAGAR;DT_ULTIMO_PAGAMENTO; VALOR_TOTAL_EMPENHO ; VALOR_SALDO_EMPENHO ; VALOR_TOTAL_PROJETO ; VALOR_PAGO_PARCELA_0 ; VALOR_PAGO_PARCELA_1 ; VALOR_PAGO_PARCELA_2 ; VALOR_PAGO_PARCELA_3 ; VALOR_PAGO_PARCELA_4 ; VALOR_PAGO_PARCELA_5 ;DIAS_VIGÊNCIA;POPULAÇÃO;FIRJAN
32;ES;3202603;ICONHA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;ES2309096212;CV 0157/09;73734/2009;718447/2009;SIM;LUIZ PAULO VELLOZO LUCAS;343.362,40;6.867,25;31/12/2009;2009;31/12/2009;31/12/2009;30/04/2014;NÃO;CONCLUÍDA;100;336.495,15;2;0;10/07/2013;336.495,15; -   ;343.362,40; -   ;168.247,57;168.247,58; -   ; -   ; -   ;1581;13973;0,846034512
26;PE;2603900;CARNAÍBA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE1807069508;CV 0696/06;;;SIM;GONZAGA PATRIOTA;70.678,76;7.678,76;30/06/2006;2006;30/06/2006;30/06/2006;31/12/2009;NÃO;Concluída com etapa útil e sem pendência;100;63.000,00;3;1;03/07/2009;63.000,00; -   ;70.678,76; -   ; -   ; -   ; -   ; -   ; -   ;1280;19609;0,431173618
41;PR;4103503;CALIFÓRNIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR2204083977;TC/PAC 1742/08;;;NÃO;;3.757.442,51;757.442,51;31/12/2008;2008;31/12/2008;31/12/2008;15/02/2019;NÃO;Concluída com etapa útil e com pendência;99,05;3.000.000,00;4;0;18/05/2017;3.000.000,00; -   ;3.757.442,51; -   ;1.200.000,00;900.000,00;900.000,00; -   ; -   ;3698;8606;0,817424834
35;SP;3501707;AMÉRICO BRASILIENSE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SP0607112609;TC/PAC 0214/12;;;NÃO;;9.667.720,21;58.747,92;15/03/2012;2012;15/03/2012;15/03/2012;27/08/2022;SIM;Em execução - Reiniciada;91,66;9.608.972,29;4;0;19/05/2020;9.608.972,29; -   ;9.667.720,21; -   ;3.179.395,28;1.625.090,87;1.921.794,46;2.882.691,68; -   ;3817;41032;0,52239998
51;MT;5105002;JAURU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MT1407117038;TC/PAC 0020/12;;;NÃO;;4.831.367,11; -   ;27/02/2012;2012;27/02/2012;27/02/2012;27/02/2015;NÃO;Concluída com etapa útil e sem pendência;70,94;3.381.854,35;3;2;27/12/2012;3.381.854,35; -   ;4.831.367,11; -   ;1.449.366,15;1.932.488,20; -   ; -   ; -   ;1096;8582;0,520384188
43;RS;4314472;PINHAL GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS1307114469;TC/PAC 0510/11;;;NÃO;;1.414.840,71; -   ;21/12/2011;2011;21/12/2011;21/12/2011;21/12/2018;NÃO;Em execução;42;990.388,49;2;1;26/04/2018;990.388,49; -   ;1.414.840,71; -   ;565.936,28;424.452,21; -   ; -   ; -   ;2557;4329;0,638093025
23;CE;2313302;TAUÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE2511052593;CV 1742/05;;;NÃO;;525.000,00;32.266,75;09/12/2005;2005;09/12/2005;09/12/2005;25/07/2009;NÃO;Não iniciada - Licitação não concluída;0;500.000,00;0;2;;500.000,00; -   ;525.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1324;59062;0,367620987
33;RJ;3303609;PARACAMBI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ0401081110;CV 1269/07;;;NÃO;;4.999.954,58;499.954,58;31/12/2007;2007;31/12/2007;31/12/2007;23/06/2013;NÃO;Encerrada sem etapa útil;50;3.150.000,00;4;2;20/12/2011;4.500.000,00; -   ;4.999.954,58; -   ;450.000,00;2.700.000,00; -   ; -   ; -   ;2001;52683;0,273445696
31;MG;3144508;NAZARENO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0304180286;CV 0275/18;26353/2018;864475/2018;SIM;RELATOR GERAL;4.000.000,00; -   ;31/05/2018;2018;31/05/2018;01/06/2018;01/05/2023;SIM;Não iniciada - Licitação não concluída;0; -   ;0;4;;800.000,00;800.000,00;4.000.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1795;8660;0,762179163
52;GO;5203302;BELA VISTA DE GOIÁS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO0504137978;TC/PAC 0042/14;;;NÃO;;1.041.500,62; -   ;07/05/2014;2014;07/05/2014;07/05/2014;16/06/2017;NÃO;Concluída com etapa útil e sem pendência;100;1.041.500,61;2;0;22/06/2016;1.041.500,61; -   ;1.041.500,62; -   ;520.750,30;520.750,31; -   ; -   ; -   ;1136;30492;0,687847455
50;MS;5007505;ROCHEDO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS2306066468;CV 0854/06;;;NÃO;;484.100,00;14.550,00;20/06/2006;2006;20/06/2006;20/06/2006;05/06/2010;NÃO;Encerrada sem etapa útil;100;469.550,00;3;1;31/08/2009;470.000,00; -   ;484.100,00; -   ; -   ; -   ; -   ; -   ; -   ;1446;5079;0,722128521
31;MG;3125804;FERNANDES TOURINHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG2911078490;TC/PAC 0303/07;;;NÃO;;618.556,99;18.556,99;31/12/2007;2007;31/12/2007;31/12/2007;23/02/2014;NÃO;CONCLUÍDA;100;600.000,00;3;1;29/04/2013;600.000,00; -   ;618.556,99; -   ;240.000,00;360.000,00; -   ; -   ; -   ;2246;3466;0,564915338
25;PB;2512036;POÇO DANTAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0903052163;CV 2062/04;;;NÃO;;232.317,20;7.113,40;27/12/2004;2004;27/12/2004;27/12/2004;19/04/2009;NÃO;Concluída com etapa útil e sem pendência;100;230.000,00;0;1;;230.000,00; -   ;232.317,20; -   ; -   ; -   ; -   ; -   ; -   ;1574;3882;0,462627787
26;PE;2607208;IPOJUCA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE1010024260;CV 0474/02;;;NÃO;;3.603.962,18;162.220,70;10/12/2002;2002;10/12/2002;10/12/2002;21/01/2009;NÃO;Encerrada sem etapa útil;0;1.819.815,78;0;2;;3.499.646,18; -   ;3.603.962,18; -   ; -   ; -   ; -   ; -   ; -   ;2234;97669;0,580053625
35;SP;3523008;ITAPURA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SP2106044924;CV 0470/04;;;NÃO;;408.960,01;23.084,47;01/07/2004;2004;01/07/2004;01/07/2004;31/03/2010;NÃO;Concluída com etapa útil e sem pendência;100;389.875,54;0;2;;389.875,54; -   ;408.960,01; -   ; -   ; -   ; -   ; -   ; -   ;2099;4951;0,461984577
50;MS;5002704;CAMPO GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS1912076973;CV 1358/07;;;SIM;BANCADA DO MATO GROSSO SUL;1.202.226,07;402.226,07;31/12/2007;2007;31/12/2007;31/12/2007;26/02/2018;NÃO;Concluída com etapa útil e sem pendência;95,01;800.000,00;3;1;14/08/2017;800.000,00; -   ;1.202.226,07; -   ; -   ;240.000,00;560.000,00; -   ; -   ;3710;906092;0,584300073
31;MG;3164209;SÃO ROMÃO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1602065686;CV 2010/05;;;NÃO;;1.524.708,99;46.391,91;15/12/2005;2005;15/12/2005;15/12/2005;15/08/2009;NÃO;CONCLUÍDA;100;1.500.000,00;0;1;;1.500.000,00; -   ;1.524.708,99; -   ; -   ; -   ; -   ; -   ; -   ;1339;12529;0,609308914
50;MS;5007109;RIBAS DO RIO PARDO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0312054367;CV 1166/05;;;NÃO;;237.030,00;7.324,23;20/12/2005;2005;20/12/2005;20/12/2005;13/12/2008;NÃO;CONCLUÍDA;100;236.816,67;0;1;;237.030,00; -   ;237.030,00; -   ; -   ; -   ; -   ; -   ; -   ;1089;24966;0,400771469
42;SC;4209300;LAGES;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC0212051880;CV 0788/05;;;NÃO;;5.097.704,48;660.644,96;16/12/2005;2005;16/12/2005;16/12/2005;27/06/2016;NÃO;CONCLUÍDA;86,5;3.600.000,00;0;1;;4.500.000,00; -   ;5.097.704,48; -   ; -   ; -   ; -   ; -   ; -   ;3846;157349;0,898368319
21;MA;2111805;SÍTIO NOVO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MA3103041620;CV 0344/03;;;NÃO;;306.278,35;9.278,35;22/12/2003;2003;22/12/2003;22/12/2003;12/07/2011;NÃO;Encerrada sem etapa útil;61;300.000,00;0;2;;300.000,00; -   ;306.278,35; -   ; -   ; -   ; -   ; -   ; -   ;2759;18160;0,519463091
31;MG;3115474;CATUTI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1811024270;CV 1509/02;;;NÃO;;354.020,00;6.741,91;19/12/2002;2002;19/12/2002;19/12/2002;11/07/2011;NÃO;Encerrada sem etapa útil;56,8;244.981,09;0;1;;454.965,09; -   ;354.020,00; -   ; -   ; -   ; -   ; -   ; -   ;3126;4965;0,483654018
11;RO;1100601;CACAULÂNDIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RO1507112113;TC/PAC 0223/12;;;NÃO;;10.379.370,35; -   ;16/03/2012;2012;16/03/2012;16/03/2012;07/09/2015;NÃO;Concluída com etapa útil e sem pendência;100;10.211.289,71;4;0;06/02/2015;10.211.289,71; -   ;10.379.370,35; -   ;3.084.398,76;2.056.265,84;2.056.265,84;1.055.766,05; -   ;1270;6269;0,686727856
22;PI;2211001;TERESINA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI1207113577;TC/PAC 0503/11;;;NÃO;;7.513.863,51; -   ;21/12/2011;2011;21/12/2011;21/12/2011;21/12/2018;NÃO;CONCLUÍDA SEM INÍCIO DE OPERAÇÃO;97;7.513.863,51;4;0;20/06/2016;7.513.863,51; -   ;7.513.863,51; -   ;2.254.159,05;1.502.772,70;1.502.772,70;2.254.159,06; -   ;2557;868075;0,631318065
22;PI;2209872;SÃO JOÃO DA FRONTEIRA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI1407116438;TC/PAC 0449/11;;;NÃO;;1.268.377,61; -   ;21/12/2011;2011;21/12/2011;21/12/2011;21/12/2013;NÃO;Concluída com etapa útil e com pendência;95,92;1.268.377,61;3;0;26/12/2012;1.268.377,61; -   ;1.268.377,61; -   ;507.351,04;380.513,28;380.513,29; -   ; -   ;731;6064;0,473352471
22;PI;2201903;BOM JESUS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI0204136164;TC/PAC 0400/14;;;NÃO;;9.697.558,80; -   ;07/05/2014;2014;07/05/2014;07/05/2014;06/05/2019;NÃO;Encerrada sem etapa útil;52,97;9.697.558,80;8;0;10/08/2016;9.697.558,80; -   ;9.697.558,80; -   ;1.939.511,76;2.909.267,64;2.909.267,64;1.939.511,76; -   ;1825;25387;0,716572163
52;GO;5213087;MINAÇU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO0512051110;CV 2345/05;;;NÃO;;767.541,68;174.477,70;20/12/2005;2005;20/12/2005;20/12/2005;02/05/2009;NÃO;CONCLUÍDA;100;600.000,00;0;1;;600.000,00; -   ;767.541,68; -   ; -   ; -   ; -   ; -   ; -   ;1229;28793;0,514515117
24;RN;2400505;ALEXANDRIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN0712079736;CV 0097/07;;;NÃO;;310.000,00;10.000,00;31/12/2007;2007;31/12/2007;31/12/2007;05/03/2013;NÃO;Encerrada sem etapa útil;93,3;300.000,00;3;1;24/11/2011;300.000,00; -   ;310.000,00; -   ;90.000,00;150.000,00; -   ; -   ; -   ;1891;13553;0,482271728
35;SP;3512001;COLINA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SP1606080293;CV 0478/08;;;SIM;ANTONIO CARLOS DE MENDES THAME;121.910,18;21.910,18;31/12/2008;2008;31/12/2008;31/12/2008;29/06/2013;NÃO;Concluída com etapa útil e sem pendência;100;100.000,00;2;1;19/03/2013;100.000,00; -   ;121.910,18; -   ; -   ;100.000,00; -   ; -   ; -   ;1641;18535;0,558718744
35;SP;3502101;ANDRADINA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SP2306067207;CV 1383/06;;;NÃO;;463.534,47;108.002,92;20/06/2006;2006;20/06/2006;20/06/2006;10/09/2009;NÃO;CONCLUÍDA;100;355.531,55;3;1;03/06/2009;355.531,55; -   ;463.534,47; -   ; -   ; -   ; -   ; -   ; -   ;1178;57202;0,614311008
41;PR;4106902;CURITIBA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR0712074096;TC/PAC 0654/08;;;NÃO;;4.375.000,00;875.000,00;31/12/2008;2008;31/12/2008;31/12/2008;06/04/2019;NÃO;Concluída com etapa útil e sem pendência;100;3.500.000,00;4;0;29/05/2018;3.500.000,00; -   ;4.375.000,00; -   ;1.050.000,00;700.000,00;700.000,00;1.050.000,00; -   ;3748;1948626;0,817562186
31;MG;3129301;IAPU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0304180248;CV 0239/18;30378/2018;864797/2018;SIM;RELATOR GERAL;4.089.939,95;89.939,95;31/05/2018;2018;31/05/2018;01/06/2018;21/04/2023;SIM;Não iniciada - Licitação não concluída;0; -   ;0;4;;800.000,00;800.000,00;4.089.939,95; -   ; -   ; -   ; -   ; -   ; -   ;1785;11045;0,56534104
31;MG;3100807;AGUANIL;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1507119931;TC/PAC 0094/12;;;NÃO;;2.389.584,86; -   ;15/06/2012;2012;15/06/2012;15/06/2012;10/06/2017;NÃO;Concluída com etapa útil e sem pendência;100;2.389.584,86;3;0;21/03/2016;2.389.584,86; -   ;2.389.584,86; -   ;955.833,94;716.875,46;716.875,46; -   ; -   ;1821;4522;0,548968902
32;ES;3202702;ITAGUAÇU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;ES1101083973;CV 1412/07;;;NÃO;;1.263.157,89;63.157,89;31/12/2007;2007;31/12/2007;31/12/2007;29/07/2017;NÃO;Concluída com etapa útil e sem pendência;100;1.200.000,00;3;0;17/07/2015;1.200.000,00; -   ;1.263.157,89; -   ;480.000,00;360.000,00;360.000,00; -   ; -   ;3498;14023;0,675232041
52;GO;5201801;ARAGOIÂNIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO0404137228;TC/PAC 0027/14;;;NÃO;;8.012.080,65; -   ;07/05/2014;2014;07/05/2014;07/05/2014;06/05/2021;NÃO;Em execução;95,76;8.012.080,65;4;0;15/09/2020;8.332.067,86; -   ;8.012.080,65; -   ;1.666.413,57;2.499.620,36;2.499.620,36;1.346.426,36; -   ;2556;10496;0,530436393
26;PE;2609907;OURICURI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2610021350;CV 1345/02;;;NÃO;;2.080.000,00;158.340,33;20/12/2002;2002;20/12/2002;20/12/2002;19/02/2005;NÃO;CANCELADA;0; -   ;0;1;; -   ; -   ;2.080.000,00; -   ; -   ; -   ; -   ; -   ; -   ;792;69969;0,362536475
43;RS;4313409;NOVO HAMBURGO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS2906043922;CV 1062/04;;;NÃO;;2.007.690,55;649.134,29;01/07/2004;2004;01/07/2004;01/07/2004;02/12/2016;NÃO;Concluída com etapa útil e sem pendência;100;1.379.410,36;2;1;18/08/2016;1.390.000,00; -   ;2.007.690,55; -   ; -   ;413.823,11;280.872,53; -   ; -   ;4537;247032;0,748845685
50;MS;5002704;CAMPO GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS1912077463;CV 1363/07;;;SIM;BANCADA DO MATO GROSSO SUL;1.893.537,44;893.537,44;31/12/2007;2007;31/12/2007;31/12/2007;13/12/2018;NÃO;Concluída com etapa útil e sem pendência;99;1.000.000,00;3;1;24/08/2017;1.000.000,00; -   ;1.893.537,44; -   ; -   ;300.000,00;700.000,00; -   ; -   ;4000;906092;0,584300073
29;BA;2927408;SALVADOR;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA2911075687;TC/PAC 1200/08;;;NÃO;;2.732.738,95;1.001.214,35;31/12/2008;2008;31/12/2008;31/12/2008;07/12/2018;NÃO;Concluída com etapa útil e com pendência;95,44;1.731.524,60;3;0;11/12/2017;3.800.000,00; -   ;2.732.738,95; -   ;692.609,84;519.457,38;519.457,38; -   ; -   ;3628;2886698;0,940123571
50;MS;5000609;AMAMBAI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0312054335;CV 1425/05;;;NÃO;;150.094,84;4.504,84;20/12/2005;2005;20/12/2005;20/12/2005;01/05/2012;NÃO;Concluída com etapa útil e com pendência;92;150.000,00;4;0;12/09/2011;150.000,00; -   ;150.094,84; -   ;90.000,00;60.000,00; -   ; -   ; -   ;2324;39826;0,767107734
42;SC;4209300;LAGES;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC1412113333;CV 0681/11;74807/2011;766298/2011;SIM;BANCADA DE SANTA CATARINA;1.545.000,00; -   ;30/12/2011;2011;30/12/2011;30/12/2011;30/06/2022;SIM;Não iniciada - Licitação não concluída;0; -   ;0;3;;1.500.000,00;1.500.000,00;1.545.000,00; -   ; -   ; -   ; -   ; -   ; -   ;3835;157349;0,898368319
31;MG;3135209;JANUÁRIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1311021318;CV 1095/02;;;NÃO;;2.342.663,05;386.193,60;15/12/2002;2002;15/12/2002;15/12/2002;18/04/2007;NÃO;Não Executada;0;1.378.051,17;0;1;;1.968.645,44; -   ;2.342.663,05; -   ; -   ; -   ; -   ; -   ; -   ;1585;67852;0,574639877
50;MS;5002704;CAMPO GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS1912077143;CV 1360/07;;;SIM;BANCADA DO MATO GROSSO SUL;1.565.684,57;565.684,57;31/12/2007;2007;31/12/2007;31/12/2007;08/06/2017;NÃO;Concluída com etapa útil e sem pendência;100;1.000.000,00;3;1;08/04/2016;1.000.000,00; -   ;1.565.684,57; -   ;400.000,00;300.000,00; -   ; -   ; -   ;3447;906092;0,584300073
25;PB;2516102;SOLEDADE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0404137071;TC/PAC 0601/14;;;NÃO;;2.678.164,20; -   ;16/10/2014;2014;16/10/2014;16/10/2014;27/07/2022;SIM;Em execução;37,92;2.142.531,36;3;1;09/08/2021;2.817.110,32;674.578,96;2.678.164,20; -   ;704.277,58;634.804,52;803.449,26; -   ; -   ;2841;15102;0,388540139
31;MG;3106200;belo horizonte;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1407116946;TC/PAC 0316/11;;;NÃO;;4.262.971,38; -   ;21/12/2011;2011;21/12/2011;21/12/2011;09/06/2023;SIM;Paralisada;99,32;4.262.971,38;5;0;12/12/2018;4.262.971,38; -   ;4.262.971,38; -   ;1.278.891,41;852.594,28;852.594,28;1.278.891,41; -   ;4188;2521564;0,756291321
31;MG;3142700;MONTALVÂNIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0504137986;TC/PAC 0541/14;;;NÃO;;7.506.271,78; -   ;07/05/2014;2014;07/05/2014;07/05/2014;05/11/2022;SIM;Em execução;85,44;7.506.261,76;5;0;26/07/2018;7.506.271,78;10,02;7.506.271,78; -   ;2.627.195,12;1.125.940,76;2.251.881,53;1.501.244,35; -   ;3104;14747;0,522233125
27;AL;2706000;OLIVENÇA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AL2910025180;CV 0568/02;;;NÃO;;300.530,30;3.060,61;12/12/2002;2002;12/12/2002;12/12/2002;28/03/2005;NÃO;Concluída com etapa útil e com pendência;100;299.969,71;0;1;;299.969,71; -   ;300.530,30; -   ; -   ; -   ; -   ; -   ; -   ;837;11657;0,5
23;CE;2309508;ORÓS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE0312050953;CV 1697/05;;;NÃO;;220.438,38;22.500,28;09/12/2005;2005;09/12/2005;09/12/2005;14/11/2009;NÃO;CONCLUÍDA;100;200.000,00;0;1;;200.000,00; -   ;220.438,38; -   ; -   ; -   ; -   ; -   ; -   ;1436;21384;0,332742475
31;MG;3107802;BOM JESUS DO GALHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1511032200;CV 1135/03;;;NÃO;;262.169,00;14.744,90;22/12/2003;2003;22/12/2003;22/12/2003;02/05/2007;NÃO;Não Executada;0;249.975,10;0;1;;250.000,00; -   ;262.169,00; -   ; -   ; -   ; -   ; -   ; -   ;1227;14862;0,402278768
27;AL;2704302;MACEIÓ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AL1811022230;CV 0868/02;;;NÃO;;1.116.263,28;112.132,65;14/12/2002;2002;14/12/2002;14/12/2002;09/05/2006;NÃO;Concluída com etapa útil e sem pendência;100;1.010.316,33;0;1;;-1.010.316,33; -   ;1.116.263,28; -   ; -   ; -   ; -   ; -   ; -   ;1242;1025360;0,651973378
26;PE;2611606;RECIFE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE3010022630;CV 1851/02;;;NÃO;;5.277.777,77;533.755,24;26/12/2002;2002;26/12/2002;26/12/2002;28/10/2011;NÃO;Encerrada sem etapa útil;0;2.497.973,93;0;3;;4.227.341,33; -   ;5.277.777,77; -   ; -   ; -   ; -   ; -   ; -   ;3228;1653461;0,722818769
52;GO;5216304;PARANAIGUARA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO1602065552;CV 2745/05;;;NÃO;;1.022.000,00;30.000,00;20/12/2005;2005;20/12/2005;20/12/2005;24/09/2009;NÃO;Concluída com etapa útil e com pendência;100;1.000.000,00;0;1;;1.000.000,00; -   ;1.022.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1374;10140;0,506182483
43;RS;4321634;TRÊS ARROIOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS0504137876;TC/PAC 0567/14;;;NÃO;;3.877.931,03; -   ;06/05/2014;2014;06/05/2014;06/05/2014;06/05/2025;SIM;Em execução;23;1.938.965,50;2;2;14/05/2021;3.102.344,82;1.163.379,32;3.877.931,03; -   ;835.934,83;1.103.030,67; -   ; -   ; -   ;4018;2643;0,735546216
32;ES;3201100;BOM JESUS DO NORTE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;ES1507110873;TC/PAC 0109/11;;;NÃO;;4.212.017,03; -   ;21/12/2011;2011;21/12/2011;21/12/2011;11/04/2023;SIM;Em execução;70;4.212.017,03;4;0;22/08/2017;4.212.017,03; -   ;4.212.017,03; -   ;1.263.610,40;842.403,41;842.403,41;1.263.599,81; -   ;4129;9962;0,545867579
43;RS;4304713;CARAÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS0504137374;TC/PAC 0560/14;;;NÃO;;1.272.221,02;70.818,48;07/05/2014;2014;07/05/2014;07/05/2014;07/05/2023;SIM;Não iniciada - Licitação não concluída;0; -   ;0;4;;60.070,13;60.070,13;1.272.221,02; -   ; -   ; -   ; -   ; -   ; -   ;3287;8350;0,272898751
25;PB;2507507;JOÃO PESSOA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB1407116912;TC/PAC 0440/11;;;NÃO;;8.054.734,84; -   ;21/12/2011;2011;21/12/2011;21/12/2011;01/04/2023;SIM;Em execução - Reiniciada;31,42;4.002.345,56;2;2;12/04/2019;9.527.663,76;5.525.318,20;8.054.734,84; -   ;2.400.000,00;1.602.345,56; -   ; -   ; -   ;4119;817511;0,74990014
42;SC;4211850;OURO VERDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC0504137320;TC/PAC 0432/14;;;NÃO;;3.305.328,32;127.563,52;07/05/2014;2014;07/05/2014;07/05/2014;31/12/2021;NÃO;CONCLUÍDA SEM INÍCIO DE OPERAÇÃO;99;3.177.764,80;4;0;12/12/2019;3.215.535,56; -   ;3.305.328,32; -   ;643.107,11;964.660,67;964.660,67;605.336,35; -   ;2795;2207;0,791781543
50;MS;5002704;CAMPO GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS1912077283;CV 1361/07;;;SIM;BANCADA DO MATO GROSSO SUL;576.844,63;276.844,63;31/12/2007;2007;31/12/2007;31/12/2007;16/10/2017;NÃO;Concluída com etapa útil e sem pendência;100;300.000,00;2;1;11/05/2016;300.000,00; -   ;576.844,63; -   ;150.000,00;150.000,00; -   ; -   ; -   ;3577;906092;0,584300073
41;PR;4112405;JAPURÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1712095122;TC/PAC 1003/09;;;NÃO;;2.591.000,00;91.000,00;31/12/2009;2009;31/12/2009;31/12/2009;19/12/2016;NÃO;Concluída com etapa útil e com pendência;100;2.500.000,00;3;1;09/05/2014;2.500.000,00; -   ;2.591.000,00; -   ;1.000.000,00; -   ;1.500.000,00; -   ; -   ;2545;9500;0,723716623
41;PR;4117206;NOVA OLÍMPIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR0505045968;;;;NÃO;;959.834,81;10.620,00;22/12/2003;2003;22/12/2003;22/12/2003;28/01/2008;NÃO;CONCLUÍDA;100;343.380,00;0;1;;350.000,00; -   ;959.834,81; -   ; -   ; -   ; -   ; -   ; -   ;1498;5826;0,368802409
33;RJ;3301900;ITABORAÍ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ1507040842;CV 1054/04;;;NÃO;;1.494.087,63;309.199,95;01/07/2004;2004;01/07/2004;01/07/2004;02/09/2008;NÃO;Concluída com etapa útil e sem pendência;100;1.199.828,58;0;2;;1.488.000,00; -   ;1.494.087,63; -   ; -   ; -   ; -   ; -   ; -   ;1524;242543;0,464127319
26;PE;2609808;OROCÓ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE1106045486;CV 0314/04;;;NÃO;;510.824,74;15.463,92;30/06/2004;2004;30/06/2004;30/06/2004;30/11/2014;NÃO;Concluída com etapa útil e com pendência;89,33;500.000,00;1;2;24/05/2012;500.000,00; -   ;510.824,74; -   ; -   ;250.000,00; -   ; -   ; -   ;3805;15152;0,132270655
